"","T50","M50","rate","range","FC","cv.crit","degF","spar","pen.crit","lambda","anova.p","kw.p","SidakP.t0.5","SidakP.t1","SidakP.t3","SidakP.t10","anova.FDR","kw.FDR","scaled_T50","tp.designation"
"Choline",3.53454795522769,1.06649263203134,0.353454795522769,1.35082923383164,2.15513946627217,4.79183500136453,2.00000054858115,1.4999999555035,115.688583008196,4095.99696804787,1.45751345121772e-10,0.000102083919792634,0.00219832837634517,0.00111928610058368,0.0000000035402971610994,1.1003865022817e-10,0.0000000349803228292252,0.0245001407502322,-0.15966923213141,"t0.5"
"Cinnamate",2.03330030834613,1.17740291272862,0.203330030834613,0.0495342313214582,-0.434221141574985,10.9372882839171,2.08264891069109,0.778698136486292,262.381283313098,0.0251858158523767,0.0223141414541238,0.0479665940830938,0.993837136729582,0.997953049471272,0.753374115616995,0.0359460117684866,1,1,1.13781640913518,"t10"
"Citicoline",4.77052366813243,1.33521490372013,0.477052366813243,1.81552861343652,2.39158665460768,5.35112931452732,3.12102690107997,0.543981848409701,118.291166871184,0.000507453891473439,0.0000000360917640966322,0.000355371635613655,0.878933670274148,0.602269381711717,0.00000835544158423122,0.000000126168963165136,0.00000797627986535572,0.0764049016569359,-1.22788788598198,"t3"
"Citraconate",2.50904864734697,1.09172806531546,0.250904864734697,-0.368712430457922,-0.420180880802343,15.0687438475015,2.32355786796278,0.682656846426451,339.843033898551,0.00509664758295323,0.0126216531853784,0.0316929217353127,0.316790389854684,0.0340640084354564,0.0101420448995399,0.0140424652162847,1,1,0.726640651429757,"t1"
"Citrate",1.5488039962938,1.03068445656602,0.15488039962938,-1.0326671685313,-1.58866526432349,4.88669776178453,3.74259210973873,0.492729821427032,102.694274162956,0.000216329152188744,0.0000000301568718824062,0.000230775803739609,0.183257456992242,0.0666558381955244,0.00000675865226483114,0.0000000161731474902813,0.00000672498242977658,0.0512322284301932,1.55655279113074,"t3"
"Citrulline",2.44958026292142,1.06815083684888,0.244958026292142,-0.571110142084827,-0.789995884258868,14.1449186648092,2.00000055058143,1.4999999535601,341.498736158524,4095.99683562609,0.0130510182330195,0.0240916449440058,0.099094096130762,0.058134727038105,0.0134673002245177,0.00635419915482558,1,1,0.778037484631629,"t3"
"CMP",3.96019787737624,1.03645652416492,0.396019787737624,0.972581851961954,1.20280608963974,11.9197481026522,3.09622087848622,0.549930502441452,264.021660391062,0.000560239784692684,0.000634687749052227,0.00353781934820707,0.473886497445284,0.263702345564102,0.000383018809641409,0.00204541479969502,0.108531605087931,0.636807482677272,-0.527546353098889,"t3"
"CoA",3.24841583653343,0.990064831804205,0.324841583653343,0.0488263826056813,-0.00328921832484359,16.1277366991017,2.00000071302857,1.4999999513331,389.369621807743,4095.99668388038,0.384673934021434,0.386631754076045,0.745049573104336,0.642789592979108,0.98411979006233,0.999999999869302,1,1,0.0876266196104197,NA
"Creatine",3.15299732303661,0.953890922955833,0.315299732303661,0.297857423199064,0.454203895210869,10.7720400071104,2.00000052785134,1.49999995251464,260.067812469027,4095.99676438982,0.00905010386909289,0.0139098695447455,0.667565782095716,0.524736429600956,0.0360203720547494,0.00340026088045488,1,1,0.170094126840351,"t3"
"Creatinine",3.13876514044191,1.0409592990194,0.313876514044191,0.26727777191209,0.372483291407556,12.8142159727747,2.00000055087529,1.49999995571038,309.371772518782,4095.99698214414,0.0436302289407184,0.0625689424599606,0.999816948199077,0.907021171727551,0.103839732099909,0.0601782916103256,1,1,0.18239459745149,NA
"CTP",0.759255295821388,1.06963442539345,0.0759255295821388,-1.40483262294507,-2.27071078129015,1.76211459971092,5.50689365883869,0.380092918035502,31.8401416458561,0.0000332158194606627,4.98832967370101e-11,0.0000844301660507878,0.00581483635138683,0.00219828494424697,0.000000346772333422528,9.55753234323829e-12,0.0000000120218745136194,0.020685390682443,2.2389372758436,"t0.5"
"Cystathionine",2.59797709835524,0.975402705996367,0.259797709835524,0.307176005255989,0.458148565457734,10.5339782921917,6.30651702347122,0.310398493397644,177.04878812247,0.0000104189097224932,0.627868463212219,0.449704130035255,0.987207646468086,0.877861724915454,0.557531505420159,0.602727700845962,1,1,0.649782320612062,NA
"Cysteine",2.99074118835137,1.04578831403744,0.299074118835137,0.00355807547830289,-0.0872791786103668,16.4472241359986,2.02116252438969,0.869369385501868,396.436839757307,0.113823097606388,0.976966805623417,0.984634425882542,0.994079652351257,0.989142509158427,0.999672094448003,0.957854895399456,1,1,0.310327489003373,NA
"Cysteinesulfinic acid",2.18986198049033,0.641207720299934,0.218986198049033,0.169396416345573,-0.473778285106114,12.6319084359407,2.56009661234699,0.645712268209911,291.972435777791,0.00275657856798491,0.0341467701218445,0.13193316035615,0.506552926149087,0.549324020997708,0.997950267698657,0.371285513769764,1,1,1.00250460897899,NA
"Cystine",2.78949475782422,0.911281392844026,0.278949475782422,-0.488135051880098,-0.79210743744049,8.45857082365514,3.21462068285732,0.552457188266863,177.236591467251,0.000584290121451494,0.000580801413048942,0.00372073124837902,0.999542039704807,0.996537678099216,0.0711989877978865,0.00107179090876595,0.0998978430444179,0.662290162211465,0.484259054862962,"t10"
"Cytidine",2.46455719434056,1.02124433296802,0.246455719434056,0.448555736872102,0.644159814220544,7.57583318537591,3.33604082646195,0.546284806083108,164.587920276577,0.000527272123889199,0.0116030584809643,0.00854312798952762,0.947386586779637,0.903681988663186,0.114701054319525,0.0060835433002164,1,1,0.765093348794392,"t10"
"Cytosine",3.03748884145242,1.05036733946882,0.303748884145242,0.3786142845583,0.0725787189652496,16.3913114803959,2.00000047340614,1.49999995860155,395.733077044313,4095.99717914614,0.428791754567517,0.34079874776546,0.962680750312552,0.471123654262371,0.542665278410642,0.999986363622601,1,1,0.269924822069955,NA
"Deoxyuridine",3.0666305159477,1.14931293371875,0.30666305159477,0.117377908288701,0.0469353357605804,16.5038686450766,2.00000057518114,1.49999995484455,398.450525373239,4095.99692314738,0.99688180726012,0.983472717961141,0.999990862104451,0.999944535837691,0.997795524659278,0.99994757251735,1,1,0.244738501679294,NA
"Dihydroxyacetone phosphate (DHAP)",5.38897650453418,1.53432418176428,0.538897650453418,1.51539565486099,1.56132832752273,4.69297214230274,3.35778667266352,0.528214247633854,101.776935644067,0.000390373284078567,0.00000000693708934993482,0.000116254665255892,0.0187647639207142,0.00712130080844869,0.162144567950771,0.0000129430481877685,0.00000158165637178514,0.0277848649961581,-1.7623990818521,"t0.5"
"Dihydrobiopterin",3.3091851003329,1.07925073945257,0.33091851003329,0.176874580440172,0.236969525084236,12.8915394841524,2.0000005408052,1.49999995464301,311.238583169744,4095.99690941453,0.0963348754937251,0.0752164084618082,0.99999999996331,0.999023896364611,0.284405487645409,0.137087255637241,1,1,0.0351054733665291,NA
"Dihydrouracil",8.45226596764393,1.17960853524292,0.845226596764393,1.7439340041878,2.73741008143921,1.86556073104808,7.70357304488134,0.215132919665286,27.4467255980856,0.00000213577347747824,0.0000102550656346762,0.00080454893533399,0.527519514485084,0.905630323856424,0.00328833233602029,0.00000658032325510869,0.00206126819256992,0.161714336002132,-4.40991303578521,"t3"
"Dihydroxyphenylalanine (DOPA)",2.58956388225279,0.891069654800858,0.258956388225279,0.141106970327553,0.181418580740986,15.6754603258365,2.62986107641503,0.630493233075395,360.336256662343,0.00214001643815151,0.769513013344975,0.796614704091085,0.999999614756439,0.980388606380517,0.701045634367874,0.927947757923636,1,1,0.657053623992601,NA
"Dimethylarginine",3.46732490229091,1.19985960709776,0.346732490229091,0.24553551858727,0.296265378363449,13.52657226789,2.00000061138051,1.4999999559789,313.115083479153,4095.99700044112,0.233195795911056,0.268254574053012,0.999999979925602,0.998250901399902,0.869518264314884,0.180941033273102,1,1,-0.101570259501045,NA
"Dopamine (3-Hydroxytyramine HCl)",2.72183652006105,0.684709058205307,0.272183652006105,0.348819316175561,-0.137791526697964,15.043681947243,2.00000043136491,1.49999995742795,348.233366391151,4095.99709917825,0.206510218939496,0.563062997955758,0.999999392511592,0.99949182099771,0.270829118637202,0.991400401217764,1,1,0.542734145360829,NA
"Dulcitol",5.00803505125805,1.04112100429713,0.500803505125805,0.653997250197238,0.937951150767922,6.30881110997674,2.90170738889341,0.581964850752006,141.931191848855,0.000954581778352532,0.000037077191387331,0.00124370971730627,0.938014211298685,0.992214113198198,0.168150429242334,0.000168777776010586,0.00719297512914221,0.242523394874723,-1.43316221888968,"t10"
"Erythrose 4-phosphate",3.64767111844473,1.0748374241137,0.364767111844473,1.04772121751947,1.53683394598184,4.66763147358724,2.00000049319845,1.49999995497789,112.68995558705,4095.99693223359,0.0000000233588214340612,0.000129205627956517,0.110561683778092,0.00552367446317937,0.0000017179115485564,0.0000000110693609832814,0.0000052323760012297,0.0304925281977381,-0.257438364541812,"t1"
"Erythrose",3.58402628285154,1.17362746474129,0.358402628285154,0.546823703044566,0.684761628668525,9.38520836506368,2.00000045406013,1.49999995459672,226.585736899561,4095.99690626062,0.00651783540639674,0.0285715943367055,0.875723174424588,0.632282370297293,0.221536972710037,0.0017806258860808,0.997228817178702,1,-0.202431943386401,"t10"
"FAD",3.49998733101228,1.03938506395695,0.349998733101228,0.12721271019522,0.176795657601469,13.798791736369,2.00000047477106,1.49999995384609,333.142245468555,4095.99685511315,0.181863797578561,0.235134989606611,0.890801506926881,0.940310545413455,0.885735612236512,0.552357748551317,1,1,-0.129799467628628,NA
"Fructose 6-phosphate",4.48220305679885,1.25010072505966,0.448220305679885,1.5389787321587,2.07111985284727,2.48565831628358,4.08097979204642,0.444632253126395,50.7890593556016,0.0000971904492505443,1.83604581082567e-11,0.000152773515278609,0.978420189389658,0.170140424271639,0.000000152209067302397,5.48293879992212e-11,0.00000000444323086219812,0.0352906820293587,-0.978700582299205,"t3"
"Fructose",2.90660541660109,1.06203056697184,0.290660541660109,0.732894300695658,1.03818308906162,3.30620049202112,3.13831016220007,0.561502621644389,69.7216754062105,0.00067917120742344,0.0000000881471063522045,0.000624266387325263,0.503975731082205,0.859230465422742,0.0000562285128277115,0.000000109178118319126,0.0000191279220784284,0.128598875789004,0.383043643456388,"t3"
"Fumarate",2.47036389335511,1.07299203861036,0.247036389335511,-0.526031288038469,-0.721976535178718,13.2142503751061,2.00000056260985,1.49999997408561,319.029745249265,4095.99823421646,0.00420746577716196,0.01896197545191,0.101665589660083,0.0236712023390546,0.00834527675222542,0.00147220439586951,0.656364661237266,1,0.760074783995844,"t1"
"Gamma-aminobutyric acid (GABA)",2.7105370753975,1.11414703653738,0.27105370753975,0.40826089446249,-0.0592440564758648,14.8809227645317,2.00000063138578,1.49999995521811,359.267975009002,4095.99694860133,0.0249471424200565,0.0272648339222009,0.155744665845358,0.0513348624370353,0.998561427240688,0.999980788591827,1,1,0.552499933993833,NA
"Galacturonic acid",3.93103843468344,1.01212320352779,0.393103843468344,0.210243811305591,0.30076920895251,10.6987473248271,2.00000049277004,1.49999995653529,258.298318479927,4095.99703835315,0.00682909686187907,0.0183295451223835,0.782825304462468,0.857823321194754,0.528188735513407,0.0617124769414297,1,1,-0.502344676160493,NA
"gamma-Glutamylcysteine",3.75135030378694,1.30556012037402,0.375135030378694,1.11678385465777,1.31885979956046,10.734595780504,2.00000049207518,1.499999971816,259.163802605173,4095.99807956722,0.0659640441244517,0.206779871674219,0.999217729780773,0.999800544305055,0.884780666502665,0.0608719724792016,1,1,-0.347045335489724,NA
"GDP",3.16748232283285,1.0245291576732,0.316748232283285,0.64403140802057,0.93866453626726,10.7303909205417,2.5270431509693,0.649518517941691,248.66589931778,0.00293676681061529,0.000653175637152855,0.00215603616610392,0.587773950143296,0.317166544655413,0.00141058842588897,0.000675051003974023,0.110386682678832,0.402292566847331,0.157575153512796,"t3"
"Glucaric acid",3.01066774028234,1.01973384780401,0.301066774028235,0.319845316104578,0.456275043565916,13.9319821883599,2.00000069626089,1.49999995601492,336.357837675571,4095.99700289532,0.214042754620444,0.235945198745213,0.635093903198272,0.798645886886919,0.434370898944716,0.0846566184526011,1,1,0.293105536939631,NA
"Gluconic acid",3.57193236153321,1.09863197838295,0.357193236153321,0.608210242751039,0.820076752921103,1.59493455188726,5.59849529264313,0.374663066358821,28.585067154396,0.0000303470034368186,9.24261858892764e-10,0.000227468771518309,0.999869940547771,0.970500225816339,0.000103920356729827,0.00000000333915636220336,0.000000215353013122014,0.050725536048583,-0.19197951117794,"t3"
"Glucose 6-phosphate",3.90498556700706,1.13953547363379,0.390498556700706,1.25505093533142,1.78710788600085,4.54651102040536,2.00000046312329,1.49999995618817,109.765762153681,4095.99701470076,0.0000000336767621542083,0.00014660883839149,0.427728107487632,0.0293297653457209,0.00000586828107575804,0.0000000247388531534091,0.00000747624119823424,0.0341598593452172,-0.479827923648578,"t1"
"Glucose",3.43962651123002,1.2363785779841,0.343962651123002,1.05362929986859,1.31318601328639,0.456138602557265,8.76144184623152,0.198802336322302,5.61971211322587,0.00000162768851330155,4.88505747392081e-12,0.000291094187670759,0.98513216228645,0.999830917512006,0.0000446808841802037,9.50434433041475e-12,0.00000000119195402363668,0.0634585329122255,-0.0776313279314667,"t3"
"Glutamate",1.72659608455206,1.06682954018284,0.172659608455206,0.243461225915384,-0.426910136064982,13.0702632046071,2.86030466821592,0.605658303411955,295.01651085746,0.00141576671862939,0.0519984075986392,0.0422846794245038,0.930239433280116,0.708643965277285,0.733405578259329,0.339513036450978,1,1,1.40289214618314,NA
"Glutamine",3.07545343202291,1.23867274292545,0.307545343202291,-0.156285870395824,-0.0525285494994768,16.4611063763186,2.00000061675406,1.49999995830638,397.418120802278,4095.99715903388,0.70177652538677,0.707424768722133,0.787583013314435,0.764519954828226,0.670338093721386,0.993820583707259,1,1,0.237113106265376,NA
"Glyceraldehyde 3-phosphate",4.71385620291096,1.31496203834994,0.471385620291096,1.19551884174871,1.41517413744284,5.84846480756307,2.00000055715149,1.49999995709569,141.198644302558,4095.99707653852,0.0000000151297297937506,0.000148714315112177,0.0158392514929581,0.00568684299553838,0.0924669331522949,0.0000635757751332758,0.00000341931893338764,0.0345017211060252,-1.17891180758175,"t0.5"
"Glycerate",2.53389488201599,1.04851571783437,0.253389488201599,-0.335065547989182,-0.4316267150336,14.152974515945,2.00000064889544,1.49999995497639,341.693224829328,4095.99693213116,0.00104227130497213,0.0073724938415194,0.0278268650451214,0.000807702708723585,0.00719604320563105,0.000937851885005678,0.173017036625373,1,0.705166757505884,"t0.5"
"Glycerol 3-phosphate",4.78366266941575,1.26330684850292,0.478366266941575,1.26676122718862,1.59022716736286,3.11775897594971,4.4705451494901,0.436899132921773,61.6464734376292,0.000085458243514334,0.000000242342531222084,0.000495500584425368,0.976376240683932,0.92439253842438,0.0114000591251018,0.00000206444908408006,0.0000513766166190818,0.103064121560476,-1.23924355107901,"t3"
"Glycerol",5.43854950585426,1.06133526660356,0.543854950585426,0.301171193854585,0.412169024413885,6.94966261805695,4.19564953407051,0.449874204403679,140.643077720655,0.000106046226474325,0.0004068505256153,0.00167585423398317,0.613830294712931,0.92810194292595,0.475387528414274,0.00435222787090617,0.0707919914570623,0.323439867158753,-1.80524361688994,"t10"
"Glycine",3.65888237285756,1.0418727176541,0.365888237285756,0.107093389472566,0.14842441950106,13.4434793037756,2.00000052812785,1.49999996965128,324.563987148526,4095.99793206471,0.0702749250457916,0.0913618947199364,0.484491023016469,0.720336677125635,0.957306481738347,0.651811080069875,1,1,-0.267127932849515,NA
"GMP",4.92222572185837,1.17778017798134,0.492222572185837,1.83616645902913,3.01264372896328,5.48207151356097,3.90704433523549,0.45579813256192,113.649316497826,0.000117029120416791,0.000000775279229795749,0.000216601762436766,0.450042703353541,0.182432818085417,0.0000115255660619864,0.0000014611045889658,0.00016048280056772,0.0487353965482723,-1.35899965616122,"t3"
"GSH",4.82562338312008,1.06539804621536,0.482562338312008,0.371142823901995,0.507755386673658,7.25800736351117,2.00000058992218,1.49999995449328,168.009421781908,4095.9968992123,0.0000645519148686137,0.0019192714151948,0.288445078490954,0.47385336645261,0.902330966166054,0.0023668969425081,0.012200311910168,0.364661568887013,-1.27550900244658,"t10"
"GSSG",2.0086946983157,1.15959145639848,0.20086946983157,0.00887937364149094,-0.398582183146914,12.8876119115514,2.61095471443023,0.62493220464761,296.692903498171,0.00195092348430456,0.158944136511942,0.129745890543765,0.999975158045971,0.999699587327932,0.969078693556589,0.143106273030241,1,1,1.15908233802801,NA
"GTP",0.569623341478641,1.04750250310768,0.0569623341478641,-0.833119898843219,-1.21439653477813,4.29690176249831,4.79025358829992,0.421886684743237,82.6681434198682,0.0000665722490392936,0.0000000174831391322663,0.000117900459921819,0.000213759135931296,0.000220258056210009,0.00000189601895360689,0.00000000183658323840434,0.00000393370630475992,0.0280603094613929,2.40283078028714,"t0.5"
"Guanidinosuccinic acid",3.05281653410313,1.03695986508159,0.305281653410313,-0.209934162426312,-0.164584707632876,16.5247285372789,2.00000065461057,1.49999995418415,398.954140310819,4095.99687814823,0.997023061269414,0.996293657243993,0.999903110161595,0.999067110658419,0.994814161772748,0.997073962558301,1,1,0.256677533276961,NA
"Guanidoacetic acid",2.2798357228388,0.970531080098971,0.22798357228388,0.139031935454336,0.201709957545583,14.5632419700761,3.25567819541916,0.552221439534621,318.457252807721,0.000582003136633661,0.718290871467199,0.812240880637643,0.993967527519534,0.984697317014475,0.932164327040236,0.971036367115069,1,1,0.924742862587155,NA
"Guanine",3.56867311639079,0.890589261123059,0.356867311639079,0.325272143348355,0.487821823359456,14.2581783764208,2.93565525825286,0.569804605950679,319.903302067743,0.000779756093826577,0.359900131760715,0.119441147746711,0.997807877453948,0.716622028166177,0.395869025823398,0.362542971405918,1,1,-0.189162638303945,NA
"Guanosine",3.10310485753142,1.05442615358252,0.310310485753142,0.300024355554688,0.413305336632335,12.7677056130138,2.0000005171956,1.49999996860874,308.248880393588,4095.99786102734,0.0912453638383467,0.254894380091511,0.794801669635027,0.735143345102119,0.149722591603517,0.0435156956468937,1,1,0.213214765686877,"t10"
"Heptadecanoic acid",3.23274316838889,0.929578091155034,0.32327431683889,0.113545855483194,0.176441522373341,15.3346845786308,2.0000004559981,1.49999995739438,370.223086126426,4095.99709689057,0.552860742282889,0.71818693834137,0.864249830344095,0.997201100874231,0.978315872102103,0.92430571283694,1,1,0.1011720609106,NA
"Heptylic acid",3.2787290289115,1.02125149397169,0.32787290289115,0.0589161814333437,0.0832524299561937,15.398343223419,2.00000053873372,1.49999997405378,371.75998527356,4095.99823204739,0.440495945799835,0.45316109156587,0.881529480311946,0.930652698926071,0.969776484829845,0.919614281325781,1,1,0.0614277896350967,NA
"Hexanoyl-CoA",3.23507283081316,0.975494587768859,0.323507283081316,0.0415894280678943,-0.0197332729557422,16.2005922471833,2.0000006840931,1.49999995542408,391.128563671244,4095.99696263649,0.381557646102609,0.342255525225468,0.713129439977179,0.616324338213042,0.989735061567667,0.999991143257325,1,1,0.0991585999398099,NA
"Histidine",3.05924255474827,0.934810368050238,0.305924255474827,-0.220967475399647,-0.136684148137377,16.5223171389435,2.00000066631728,1.4999999529387,398.895921909013,4095.99679328506,0.331703532184166,0.27660194547498,0.187638955016355,0.591545654334511,0.43894364983122,0.832354432915653,1,1,0.251123706408442,NA
"HMG-CoA",3.07499109661525,0.985244702937609,0.307499109661525,0.115864702687366,0.169856764981298,15.9992196112597,2.16448585522547,0.73020749777209,381.394991748802,0.0112415123356587,0.957512099799178,0.847441892485837,0.999717618335171,0.995640194727183,0.988221987690494,0.999991433239827,1,1,0.237512689608027,NA
"Homocysteine",2.82991340432236,0.923174920785901,0.282991340432236,-0.277200447084958,-0.381520752104035,15.822714737629,2.00000052269015,1.49999994926107,382.005526163487,4095.99654269437,0.14168018192104,0.107212321172391,0.305463262440183,0.221203155086113,0.0822485368959233,0.157045064674553,1,1,0.44932636832073,NA
"Homoserine",2.96365878304229,1.03060951360265,0.296365878304229,0.0603486510438296,-0.00518682747538828,16.4070399863664,2.00000053325883,1.49999994934393,396.112806279477,4095.99654834046,0.694394109167743,0.669046162595964,0.860343106399085,0.999999992334454,0.950462742100766,0.999998583988773,1,1,0.333734041608117,NA
"Hypotaurine",1.75668714033253,0.888669139587254,0.175668714033253,0.118736126603869,0.145486438880115,13.6056855198194,3.2809482702303,0.544908288053109,296.910810082395,0.000515335254866782,0.822815938995874,0.88294053991481,0.97240873467136,0.991264567238806,0.97408631984873,0.998903250567579,1,1,1.3768853025509,NA
"Hypoxanthine",5.63343814685287,1.8128191994715,0.563343814685287,3.38120309469112,4.84123968396463,1.51647669864207,3.98936680988945,0.429726071006597,31.223741041412,0.0000758456362841043,7.21070438607584e-13,0.000156481735069781,0.714546325563072,0.397194282970606,0.0000000137626568925886,2.21394404793741e-12,1.77383327897466e-10,0.0359907990660497,-1.9736803260944,"t3"
"Imidazoleacetic acid",3.05573159868917,1.00551960214921,0.305573159868917,0.258331451822914,0.367077385071421,15.3519359162692,2.00000051566179,1.49999994879349,370.639580990886,4095.99651083411,0.484477784543139,0.513079510573298,0.999986467093901,0.990234062466517,0.590458840191212,0.516967756560134,1,1,0.254158125868328,NA
"IMP",5.39826766282052,1.5120937250675,0.539826766282052,2.86414712111856,5.20135224184225,3.89934515204623,3.32410545659859,0.506634199325373,84.7967990052547,0.00027262789095996,1.08982147062689e-11,0.0000676069188367882,0.00825152324952812,0.000706547806044027,9.93089757296321e-10,9.53586270293351e-12,0.00000000264826617362334,0.0166989089526867,-1.77042916569091,"t0.5"
"Inosine",5.8891042945019,2.02289305916777,0.58891042945019,3.99828972115425,7.40396479061639,0.102367454464678,11.883894601822,-0.0576803785498763,0.949563626915875,0.0000000228326082617559,3.31289003219928e-16,0.0000474886292256372,0.00186037662804604,0.000400692223508422,7.03564151319164e-13,4.23355074382356e-16,8.34848288114218e-14,0.0118721573064093,-2.19464530560436,"t0.5"
"Inotisol",2.74530957415036,1.02776079883368,0.274530957415036,0.0784483151001192,0.110173488222379,14.940288643703,2.49898207045967,0.649487664542296,346.989225795266,0.0029352598644473,0.6424559465934,0.906567236521933,0.999351048946874,0.98350246732797,0.968517826695752,0.82669923285811,1,1,0.522447052354675,NA
"Isobutyryl-CoA",3.4525924952179,1.90398843598237,0.34525924952179,3.40479435881483,4.16104869355539,1.38379994627553,5.50603656274766,0.378884904330798,25.0061739444114,0.0000325549783341198,1.02657350607109e-13,0.0000506552010116718,0.000000576763348611537,0.0000000416379917880018,6.65593052628795e-12,2.0648224058227e-14,2.54590229505631e-11,0.0125624898508946,-0.0888374591011713,"t0.5"
"Isocitrate",1.66776174045817,0.977419151784865,0.166776174045817,-1.00903875245876,-1.64787924256383,3.87671138298287,4.09982015793364,0.474651133087251,79.087486969914,0.000160140650723387,0.0000000548420596165002,0.000439919106020475,0.611683596904507,0.322588363925421,0.000141175330625733,0.0000000341044360488421,0.00001206525311563,0.0923830122642998,1.45374099636034,"t3"
"Isoleucine",3.572779513511,1.13754806243885,0.3572779513511,0.400325981883748,0.513052802188276,9.48837105906274,2.68171051245027,0.616839711628598,217.221271421093,0.0017051957489094,0.0210463812388573,0.146367972401295,0.975861671193356,0.949099001130793,0.996267540032763,0.0511384589434973,1,1,-0.192711680536836,NA
"Itaconic acid",1.96876418709218,1.77507598667224,0.196876418709218,0.164074295504208,-0.390907662799827,11.8728279214827,2.56909023326303,0.643181283643885,274.233139694188,0.00264292427977362,0.0354608070245647,0.0453307056159546,0.919450422175383,0.833568201979126,0.974011833034757,0.13554299717139,1,1,1.19359314313639,NA
"Kynurenic acid",3.31749419021908,1.10269172118603,0.331749419021908,0.144432941802988,0.189238173305541,16.2085727480217,2.00000030271799,1.49999995460528,375.198434154897,4095.99690684377,0.833189500286173,0.951589660021068,0.993849833892059,0.998166092493664,0.999999979463769,0.920161681642952,1,1,0.0279241633130529,NA
"Lactate",5.45842157754669,1.34397068506812,0.545842157754669,1.99276166488587,2.75126736633397,3.18938854951991,3.13008016256763,0.550775594180209,67.304730185034,0.000568171568301141,8.33846630775608e-10,0.000374820371193091,0.952382273663127,0.99994334430902,0.0000489304107427645,0.00000000482184174801891,0.000000195120111601492,0.0798367390641285,-1.82241848323309,"t3"
"Lauric acid",3.32344170047733,0.973009022123499,0.332344170047733,0.0474533238402645,0.0703737042799246,15.4970744229656,2.00000048997454,1.49999995384421,374.143639824278,4095.99685498533,0.664250475620795,0.738477178508571,0.903605451076569,0.972337994213852,0.999936420685599,0.943557889070814,1,1,0.022783899361673,NA
"Leucine",4.29638519169421,1.13850726222993,0.429638519169421,0.372661490690771,0.47651501337176,9.65909934048418,2.00000044260743,1.49999995542284,233.198247566338,4095.99696255151,0.0114640442245524,0.0763641223811628,0.900385472042422,0.916152356094525,0.999852604385878,0.0425859451083481,1,1,-0.818103486700155,"t10"
"Linoleate",3.37960607787324,0.976680129234154,0.337960607787324,0.0617608179612786,0.0912599039796445,15.2350667752211,2.0000005398808,1.49999995839106,367.818025440829,4095.99716480354,0.271757356239076,0.332276578449468,0.432278969936051,0.920224062881006,0.998254448598016,0.975338573599312,1,1,-0.0257573745402393,NA
"Lysine",2.67082790302704,1.09730168668101,0.267082790302704,0.119474139698777,0.157236003656572,14.2294930987549,2.88941758204832,0.581695548877364,320.438706404361,0.000950314836080683,0.698298318693825,0.669314007587135,0.991476727026909,0.920815617287445,0.976820804142143,0.958124657965001,1,1,0.586819442227057,NA
"Malate",1.92190812102163,1.01291915204322,0.192190812102163,-0.336760340608489,-0.484138646141564,12.9092232164979,3.45392209212236,0.522351653818153,277.783404076203,0.000354098828612502,0.162648795434158,0.232002481681264,0.909188498753965,0.533205674148891,0.409300674456196,0.0676920000316813,1,1,1.23408950831575,NA
"Malonate",1.10665515738573,0.98538359917768,0.110665515738573,0.0865118238976145,0.0688194593297015,6.61193846031005,7.26925171834478,0.273579969982017,95.3349516577412,0.0000056470125942466,0.83545201121923,0.726125031786067,0.983157877276304,0.999999997782902,0.913817041697359,0.999999837693998,1,1,1.93868945657537,NA
"Mannitol",3.77934218940176,1.29238819318178,0.377934218940176,0.316716860293513,0.355337066116448,14.2660896920257,2.24627235031901,0.712531054483742,323.759412035046,0.00837755697018935,0.170205094943219,0.201831361075918,0.978211855020898,0.849583038485456,0.947185655365352,0.425861890153219,1,1,-0.371237926054412,NA
"Mannose",3.3193669792736,1.03559872054311,0.33193669792736,0.422827325317673,0.597435578091243,6.43547464538509,4.21344740433305,0.41070869753302,130.042574908058,0.0000552758465551092,0.00227281191206384,0.00390283730548185,0.999996482650281,0.98271169794106,0.0248125630004324,0.00691661504160308,0.368195529754342,0.690802203070287,0.0263055650009029,"t3"
"Methionine",1.05681069864174,1.12519940860671,0.105681069864174,0.061625101271819,-0.594770693469479,7.78311271019989,2.72267691706823,0.609375025793411,169.899128606768,0.00150606590542079,0.0000825148843746477,0.000955832103963915,0.958879823013213,0.942586042141772,0.0555183665972593,0.000566600835747443,0.0154302833780591,0.189254756584855,1.98176860454365,"t10"
"Methylimidazole acetic acid",3.13984553930084,1.14463227383203,0.313984553930084,0.450602879117144,0.575450053191825,14.6730036481024,2.00000048200514,1.49999995121983,354.248217798184,4095.99667616223,0.369057512206281,0.334448097927177,0.998815317886662,0.986834955902787,0.571803476028914,0.307928926337303,1,1,0.181460839447467,NA
"Methylmalonic acid",2.78106573910375,1.14175457017278,0.278106573910375,1.89718955718527,3.43587735519921,96.7367745602176,27.9999994445769,-1.49986580314696,1.06581410364015e-12,8.69300230608761e-19,4.09375493915672e-15,0.000044712303873251,0.00000000106423687225335,1.20942713945907e-10,9.66266905949441e-14,8.74193945336678e-16,1.02343873478918e-12,0.0113122128799325,0.491544015996783,"t0.5"
