"","T50","M50","rate","range","FC","cv.crit","degF","spar","pen.crit","lambda","anova.p","kw.p","SidakP.t0.5","SidakP.t1","SidakP.t3","SidakP.t10","anova.FDR","kw.FDR","scaled_T50","tp.designation"
"Methylmalonyl-CoA",2.72245016700167,0.961353432540258,0.272245016700167,-1.34939838233662,-2.51283562277588,5.60340735421631,5.96484477473039,0.33821916657654,91.829004015258,0.0000165507944865143,0.0000927758024201473,0.0149689231339399,0.493693213371521,0.141106743683158,0.275192118398756,0.0000170016800884967,0.0172562992501474,1,0.542203787763991,"t10"
"Mevalonic acid",3.04765635824142,0.944082359482125,0.304765635824142,-0.0839366874123902,-0.0287520685770427,16.4494872679732,2.0000005439806,1.49999995850887,397.137604565836,4095.99717283075,0.887785094404989,0.915272186844996,0.881503593560791,0.904870910003983,0.999070775303807,0.999335160869729,1,1,0.261137326503537,NA
"Mucic acid",3.32951953824188,0.995812182207285,0.332951953824188,0.380155190703361,0.557593334022254,12.7390966175351,2.00000055760602,1.49999995281777,307.558176574181,4095.99678504454,0.221240614052195,0.288969549445813,0.972226699311467,0.944367391319318,0.635757619808049,0.107837405858078,1,1,0.0175309970534877,NA
"Myristic acid",2.81247330424815,0.990188099732437,0.281247330424815,0.0922905651991011,0.13456398444395,14.4872000223045,2.91693562129573,0.578873535405916,311.203294183851,0.00090673264640342,0.238239558524033,0.230089111450336,0.532116955437106,0.857521257488305,0.958241004283073,0.971666247403235,1,1,0.46439935076673,NA
"N-Acetylasparagine",4.39768870699404,0.424644828533294,0.439768870699404,0.112255961796771,0.383624728246444,11.2855927577355,2.00000037496623,1.49999995402812,261.240565259217,4095.99686751694,0.00561323861570266,0.0117775873812827,0.282612271649898,0.393489216137735,0.933169797218405,0.181129385400822,0.870051985433913,1,-0.905657233601533,NA
"N-Acetylaspartate",4.68874634697656,1.32671891794429,0.468874634697656,0.755005560878133,0.844304491806804,5.32031128854852,4.85389113973115,0.41382608504147,101.797003608433,0.0000582180499150923,0.000122149392308869,0.00285390471742054,0.603927821114347,0.707654595620488,0.502526078592441,0.00207864728636831,0.0223533387925229,0.522264563287959,-1.15721007329638,"t10"
"N-Acetylcysteine",3.11949438303349,0.924967725285253,0.311949438303349,0.0182906329775764,0.0285292823498078,16.3609866677914,2.00000043644291,1.49999997161322,395.000950575496,4095.99806574935,0.958019625604967,0.869593786771136,0.992782255747383,0.997186051504278,0.999965135084881,0.9950704828539,1,1,0.199049764962124,NA
"N-Acetyl-D-glucosamine",3.67908810057982,1.07605233172289,0.367908810057982,0.187639564664881,0.252214291811334,13.3865927648965,2.16999752691388,0.72954916320923,318.978136136623,0.0111190698522528,0.0683708982755843,0.082501896386989,0.648693330968569,0.866098078420269,0.885230251318629,0.450046751593829,1,1,-0.284591168609077,NA
"N-acetylglutamate",4.53046725858038,1.10840342801588,0.453046725858038,0.569449758382714,0.758174814351518,5.17771748650768,2.00000053397495,1.49999995707074,125.004888468253,4095.99707483811,0.00000236788496177479,0.000665913502471027,0.922471740157993,0.999970296485106,0.045454214806852,0.0000110940360435154,0.000485416417163831,0.135180441001618,-1.02041395912201,"t3"
"N-Acetylglutamine",3.04373014417302,0.998512952284443,0.304373014417302,-0.094499032834133,-0.0880606660092403,16.519545571045,2.00000047743361,1.49999995689418,398.829014139398,4095.99706280748,0.914391018518692,0.991170050790979,0.902772386139844,0.881891313354688,0.929491547311193,0.956525016392966,1,1,0.264530641649691,NA
"N-Acetylglycine",3.24493769160158,1.44821712859111,0.324493769160158,0.151333535921857,0.150893904751862,15.4422301059302,2.00000058182384,1.49999995458494,372.819538728809,4095.99690545787,0.430742764753741,0.477878344488724,0.967681647219771,0.84121694093545,0.952828033854368,0.924782891448674,1,1,0.0906326813462676,NA
"N-Acetylleucine",4.18369089852901,1.14821695833171,0.418369089852901,0.276344287654891,0.348907784586152,9.26786072428277,2.00000047710197,1.49999995467277,223.7526292745,4095.99691144292,0.00659475348227028,0.0587546595594418,0.993214138723067,0.993520226222856,0.93833092582267,0.0117902285552645,1,1,-0.720705014477219,"t10"
"N-Acetylmethionine",4.07970113760743,0.605456659325111,0.407970113760743,0.139970470436417,0.335022079467382,12.709428100164,2.00000048760728,1.49999995447242,294.199713064519,4095.996897791,0.0401583295584697,0.0588135635439649,0.394675619319579,0.819674255998802,0.999993821063619,0.366279896275682,1,1,-0.630829621889748,NA
"N-Acetylneuraminic acid",3.28092125843855,1.24346855344891,0.328092125843855,1.32073005826327,1.7070834280165,4.45247548934032,6.34587150061439,0.284038277358876,74.5632664598257,0.00000672012107484908,0.000010891198740071,0.000662354984438246,0.0688431059616069,0.0844480322536167,0.000405479060192604,0.00000221619518330902,0.00217823974801419,0.135120416825402,0.0595331080083736,"t3"
"N-Acetylornithine",2.50203677136339,0.921626482575683,0.250203677136339,0.189195172422487,0.297208896092717,13.7633323155646,2.95140057623301,0.587345945504649,308.412846638567,0.00104397486437365,0.655550626784598,0.859198768092897,0.99842572274504,0.999538220710836,0.999807584446317,0.658255749090596,1,1,0.732700816403827,NA
"N-Acetylserine",3.86736140341757,0.876060027651065,0.386736140341757,0.129206191286062,0.213163621724609,13.3946349749915,2.0000004551493,1.4999999558661,310.060983501546,4095.99699275527,0.135103445877279,0.17973804101358,0.935480579693542,0.959115893445737,0.999730405362994,0.30806120862193,1,1,-0.44731042920092,NA
"N-Acetyltyrosine",3.58587013067676,1.05835945847533,0.358587013067676,0.187391756671892,0.256112210463142,12.4544932402942,2.00000049203197,1.49999995302785,300.687039706516,4095.99679935951,0.0969972049459132,0.242164992352482,0.9997979532868,0.984751899101019,0.701188994909861,0.165268585631196,1,1,-0.204025528617244,NA
"N-Acetylvaline",3.54683268073253,1.13218605661533,0.354683268073253,0.0906806017638273,0.115612144391075,14.9377666289279,2.00000069127976,1.49999995538471,360.640346578362,4095.99695995338,0.340865984236572,0.369213005402533,0.723376510784973,0.704969071886898,0.971582560980069,0.939210755321326,1,1,-0.170286570971235,NA
"NAD+",2.42979705411231,0.998150480420899,0.242979705411231,-0.351152470100451,-0.512878730633721,12.2276534348934,2.00000051420488,1.49999997397775,295.210478394176,4095.99822686637,0.000888562124261056,0.00444764862275934,0.0337786437489543,0.0426780058368135,0.00103665286665613,0.000379165943472527,0.148389874751596,0.778338508982884,0.79513554931224,"t0.5"
"NADH",3.0002538566105,1.06641250483524,0.30002538566105,0.839317087562465,1.2002142024914,11.120783134246,2.00000062114102,1.49999994917982,268.487465698445,4095.99653715817,0.00288771369317203,0.0130589738713002,0.224281230153318,0.0357197997843752,0.0142262442947668,0.000693159413083664,0.459146477214352,1,0.302105960395483,"t1"
"NADP+",3.37228820341818,0.822721529432475,0.337228820341818,-0.323654900451607,-0.0192007207007143,14.8246795188697,2.81946705112417,0.592465843089046,335.704465103264,0.00113678901505069,0.229495392264044,0.195752969085638,0.660412299371558,0.528457526418463,0.99682684529599,0.980385804833716,1,1,-0.0194327437907739,NA
"NADPH",3.16113548102805,1.13188892454212,0.316113548102805,0.0492081805121398,-0.00822545243844007,16.2964472936679,2.00000056437782,1.49999995807429,393.442781866327,4095.99714321909,0.738604434408869,0.638911493657829,0.965462158532842,0.945326354838243,0.97940892213495,0.998611292382769,1,1,0.163060548361686,NA
"N-Formylmethionine",3.87173204029643,0.796049042705695,0.387173204029643,0.177251773062884,0.322573995494199,11.8067609387461,2.00000052336543,1.499999966765,273.304639916808,4095.99773539624,0.0476745662400731,0.0608882289881095,0.904764882354373,0.997811586077748,0.831319812431304,0.11508313664478,1,1,-0.451087846341453,NA
"Niacin",6.4027321832401,1.13921023731148,0.64027321832401,1.05053948064501,1.34721803059376,7.84879417839353,5.04991912878438,0.377946401954107,140.059130457029,0.0000320506612359245,0.000131657696296949,0.000933048919876578,0.687212820994584,0.976928727239345,0.000452731765643333,0.000756388333469053,0.0239617007260447,0.186609783975316,-2.63855928074111,"t3"
"Nicotinamide",5.66790638924702,1.08326706659792,0.566790638924702,0.840703934064974,1.18154306365687,6.2007890816948,5.39324931120901,0.36289469286049,113.178834562419,0.0000249512674682915,0.0000122060203732596,0.000752849981325903,0.569831854464226,0.999983411568661,0.000300802781952473,0.0000725839177256304,0.00242899805427867,0.152075696227832,-2.00347024761668,"t3"
"Nonanoic acid",3.60715475839003,1.08277945517097,0.360715475839003,0.177220723161682,0.236658098777864,12.9578455879197,2.00000062068266,1.49999995288703,312.839399971885,4095.99678976418,0.222319250098939,0.349021120446392,0.998323709906179,0.999918282796761,0.973641764347915,0.242002364414629,1,1,-0.222421226951919,NA
"Norvaline",3.53091587142225,1.05014342237736,0.353091587142225,0.230819387508429,0.318387394198521,13.4022544492273,2.0798187603378,0.792989894078456,308.259512970338,0.0319455205327276,0.254517072250991,0.517443561993892,0.989342176772381,0.999338333875555,0.964157150452014,0.213492480151039,1,1,-0.156530125405602,NA
"N-Trimethyllysine",3.04770972228768,1.02858391512666,0.304770972228768,0.127863513006799,0.0377776326047528,16.5292632214215,2.00000063610401,1.49999996791854,399.063621104848,4095.99781399766,0.958202819098337,0.929593209658657,0.94253175908198,0.999999613696182,0.994098538239909,0.999324680834081,1,1,0.261091205476186,NA
"Oleic acid",3.05317379298576,1.05347713625079,0.305317379298576,-0.137107774374297,-0.13756356963995,16.4776740773167,2.00000053121412,1.49999995381484,397.818115039325,4095.99685298404,0.760927921656633,0.774644658413925,0.71841688163272,0.885855420270825,0.999860463450067,0.912575373357432,1,1,0.256368764586206,NA
"O-Phosphoethanolamine",3.21292869308643,0.939034255268551,0.321292869308643,0.162197319861587,0.249815881392293,15.0930366210533,2.00000072595241,1.4999999554004,364.389006645611,4095.9969610224,0.541824092331479,0.705347037343142,0.999999807376686,0.999999993167918,0.776374116714817,0.600349942463759,1,1,0.118297148332104,NA
"O-Phosphoserine",2.24064399567521,1.02819618995511,0.224064399567521,0.020724461517839,-0.0353815911379067,15.3892655842257,3.11004189808539,0.582068376512648,340.493005085071,0.000956227181405843,0.905940279169917,0.890581588148773,0.999554212976933,0.995465549436077,0.992658452963094,0.981689765529119,1,1,0.958615157645744,NA
"Ornithine",2.91579622713849,0.924350017969637,0.291579622713849,0.29236247172979,0.460171905576187,14.3239847689613,2.0000005212592,1.49999995360935,345.821904127121,4095.99683898211,0.177380623173248,0.184323707956662,0.371511035720905,0.639621580812948,0.281161024688964,0.0758757355387714,1,1,0.375100287322806,NA
"Orotate",4.06737152375089,1.08855184485388,0.406737152375089,0.338108085684171,0.451761845843969,6.74224284807401,2.50740244645466,0.655921042944938,156.485657776231,0.00326682532150535,0.000377570576623236,0.00753628295615939,0.999501875951049,0.993014442649974,0.354240441776856,0.000810510649102977,0.0660748509090663,1,-0.620173487324311,"t10"
"Palmitate",3.34910013352033,0.946160711337425,0.334910013352033,0.0858947321354602,0.131061366778862,14.8021246086502,2.00000052306915,1.49999995560378,357.36556545842,4095.99697488082,0.292413904954001,0.294086277715322,0.622338488707534,0.99094210133008,0.966123958426967,0.885757985668393,1,1,0.000608045484500303,NA
"Palmitic acid",2.47439266489189,0.892082201993251,0.247439266489189,-0.191516102826408,-0.0053413074837352,14.9256934518504,3.08751897317477,0.546427539275214,301.373739140405,0.000528525588850404,0.58980252878934,0.274225313475721,0.423802845056512,0.793459000809908,0.869517606301696,0.984911409737698,1,1,0.756592831346808,NA
"Pentadecanoic acid",3.04390421860418,0.822404793853312,0.304390421860418,-0.216417257637669,-0.116713166960757,16.5055028524245,2.00000055190116,1.49999995110204,398.489980519638,4095.99666813649,0.592467830008379,0.485710844579906,0.799306104130077,0.413645668650062,0.947180002864645,0.983397070561586,1,1,0.264380194070035,NA
"Pentanoic acid",1.95491698232487,1.3138838713098,0.195491698232487,0.0801573373534257,0.00979088477263837,13.3098906552983,3.49739512402338,0.517723932683044,285.391457723643,0.000327861560116041,0.580166028437962,0.196224462617782,0.655593018040244,0.999865718237246,0.984706130416643,0.997839052798189,1,1,1.20556088836123,NA
"Phenylalanine",4.36281332117626,1.13740768623231,0.436281332117626,0.567915758746576,0.7358994407134,5.73340510173259,2.00000042499104,1.49999995379552,138.420775788059,4095.99685166794,0.000027175799866127,0.00312882268688147,0.999490878445364,0.98794734604588,0.136485949612932,0.0000257396490190451,0.00529928097389477,0.566316906325546,-0.875515429598581,"t10"
"Phosphocholine",3.02096165544735,0.969816674145897,0.302096165544735,0.402971048695887,0.60831319238065,14.4132546769955,2.0000005077171,1.49999995512504,333.640141008496,4095.99694225988,0.071865617258838,0.447972033306528,0.154332605713576,0.283873423396199,0.305567690629494,0.0234335888889556,1,1,0.284208798851976,"t10"
"Phosphocreatine",1.62576201029834,0.900603871690827,0.162576201029834,-0.691392479438777,-1.16733196340226,6.46451540986007,3.97259654642259,0.486666722276452,133.288176175121,0.000195573881508401,0.000142530533984983,0.00390283730548185,0.602369178980786,0.890538794962068,0.0250542846013584,0.0000584255988726331,0.025798026651282,0.690802203070287,1.49004016854066,"t3"
"Phosphoenolpyruvate",3.55798379057814,0.987134629885814,0.355798379057814,0.325272376606561,0.47975764805878,10.8090322837212,2.0000006900241,1.49999995558489,260.960908426926,4095.99697359359,0.0159592738786294,0.0299885048761601,0.999999925895448,0.998045535831877,0.197999419486666,0.0204835422593928,1,1,-0.179924158040178,"t10"
"Pimelate",3.56874304755907,1.07616279157463,0.356874304755907,0.136225704560001,0.182867511463339,13.805803148407,2.00000056511314,1.49999995543465,333.311518665264,4095.9969633563,0.141156053024584,0.133435734158369,0.670866022049417,0.890986944129013,0.955458764934944,0.644795464861069,1,1,-0.18922307782364,NA
"Pipecolic acid",2.30842359647582,1.04608182044676,0.230842359647582,0.0830137614251387,0.11454787765073,13.4786175164818,2.9347580131903,0.579137739373671,302.434353895528,0.000910726664609094,0.378135425119531,0.394399488858628,0.635174815665278,0.943307522652291,0.99721700677925,0.953078527256888,1,1,0.900035176526545,NA
"Proline",4.62935443897884,1.1922308902398,0.462935443897884,0.858986589850321,1.08826975695423,4.05457072371852,2.00000047775117,1.49999997189156,97.8889181609206,4095.99808471528,0.000000157546741206538,0.000333475552892406,0.934391454093754,0.976375125379351,0.00997446121633301,0.00000129296338884068,0.0000338725493594057,0.0720307194247598,-1.10587933649587,"t3"
"Propionic acid",4.17036886746584,1.48212231179849,0.417036886746584,0.516513896503908,0.507956872593347,10.1933048547927,2.00000053811653,1.4999999600954,246.095492736079,4095.997280936,0.0116287458966438,0.035278494455761,0.953479964893587,0.912938911082246,0.97672296285862,0.0365257406694101,1,1,-0.709191161947374,"t10"
"Propionyl-CoA",5.91081094252619,2.15040263428759,0.591081094252619,3.02442297980962,2.52081321862619,3.02801287309851,3.79247265351941,0.470276778825872,63.3724573939423,0.000148901168074279,0.0000000116566799992337,0.000248039670524954,0.373842955708451,0.93015697116492,0.000184351622545727,0.000000010731008777368,0.00000264606635982605,0.0548167671860148,-2.21340574409034,"t3"
"Propionylglycine",4.69789211578022,1.04813605947326,0.469789211578022,0.244352103096392,0.337871543900986,8.29696057355897,3.63204299479209,0.494962556250621,175.954036576514,0.00022451529473882,0.00884489782793867,0.0104298554718396,0.950784534329512,0.999994464745329,0.497651489362015,0.0201842497685671,1,1,-1.16511450114061,"t10"
"Prostaglandin E2",3.09752439231299,0.968516752773441,0.309752439231299,0.288803934538025,0.43343103198848,14.872674230979,2.00000063747013,1.49999995819934,359.068831683419,4095.99715173985,0.428629455356946,0.466879694197419,0.991748478486027,0.999936981616936,0.564853710690844,0.438921491447981,1,1,0.21803780305019,NA
"Pterin",3.19921327886547,0.955727383950995,0.319921327886547,0.13036576603654,0.189146062552976,16.0930980845965,2.11030091347735,0.761353852306308,385.243777167874,0.0188733254397047,0.840686168925657,0.899857989157476,0.999999241300213,0.999999996400423,0.901333375077243,0.916228124375714,1,1,0.130150990736247,NA
"Pyridoxamine",3.36810118710385,1.12469444480219,0.336810118710385,0.335653962852016,0.433797181808762,13.4550044234691,2.00000044002159,1.49999995322882,324.842238657124,4095.99681305349,0.311029722209683,0.172976537046833,0.989074002041008,0.826020226934498,0.925868994861386,0.164331841988357,1,1,-0.0158140246814474,NA
"Pyruvate",2.99747406445288,1.09985400307444,0.299747406445288,-1.00631194426852,-0.745159825812316,16.3649803911603,2.00000054071809,1.49999995579821,395.097367295879,4095.9969881289,0.00736914128181898,0.0147958679475205,0.0162194267236794,0.00245827970675311,0.183185236690922,0.125687728249513,1,1,0.30450845569179,"t0.5"
"Quinolinic acid",0.722695431890886,0.869014869870989,0.0722695431890886,0.00437861665952655,-0.709684440844763,1.89544277877945,6.51218656360312,0.330243896553426,31.2562661366536,0.0000144943837029116,0.000000101295934344594,0.000989093761196206,0.9996939331006,0.999804290731393,0.17306349103884,0.000000257854622215038,0.0000218799218184323,0.194851470955653,2.27053492636783,"t10"
"Riboflavin",3.56440642667228,1.09514721897548,0.356440642667228,0.773649941750408,1.06504061226001,8.15747499776789,2.00000044433333,1.4999999529169,196.944746786069,4095.99679179895,0.00063787908556527,0.00579586571396762,0.426263976973173,0.456692486962168,0.0232293966903933,0.000144693353245543,0.108531605087931,1,-0.185475059737532,"t3"
"Ribose 5-phosphate",2.95121322306096,0.947941685630229,0.295121322306096,0.4326212918882,0.670215583048436,13.3861266305949,2.00000055877132,1.49999995394288,309.86402852343,4095.99686170858,0.022491684277343,0.0891569593957283,0.504559201442744,0.518413330609887,0.0176800236709064,0.0166413493804901,1,1,0.344490385111371,"t3"
"Ribose",5.55671930228708,1.25877089723834,0.555671930228708,0.744698950452997,0.879798600828276,3.81153676665309,6.59723462693021,0.303839712708276,62.3565190195962,0.00000934193673046278,0.0000374392342542936,0.00182929661289768,0.502261809027319,0.81671758998479,0.251236316831225,0.000791158651212211,0.00722577221107867,0.351224949676354,-1.90737441084754,"t10"
"Ribulose 5-phosphate",5.73571662284898,1.1274451380814,0.573571662284899,0.87738822399396,1.18515802453032,2.78832978752433,5.04853783720745,0.394145517216871,52.4574074932398,0.0000419634382064097,3.52164789013261e-10,0.0000907769725764066,0.011432416026031,0.00522505196508911,0.0571141145372051,0.000000478255076884466,0.0000000838152197851562,0.0219680273634904,-2.0620767037948,"t0.5"
"S-Adenosylhomocysteine",2.94676458948294,0.961295554522708,0.294676458948294,0.743027849827729,1.17621777537839,7.94607152022401,2.00000053539646,1.49999995547862,191.840861658854,4095.99696635285,0.000000516814415377831,0.000223400988913258,0.0104402083268948,0.00266738456981285,0.00000251853666821562,0.000000217038027215189,0.000108531027229345,0.0500418215165699,0.34833521258052,"t0.5"
"S-Adenosylmethionine",3.05561615779689,0.944668086103,0.305561615779689,-0.167831475157119,-0.256989252781825,15.5298393876275,2.00000055761477,1.49999997370368,374.934677704766,4095.99820819195,0.560229793195629,0.567766111044928,0.926856829149548,0.999999998100633,0.716165409920962,0.563523491628787,1,1,0.254257898148043,NA
"Sedoheptulose 7-phosphate",5.61984871600474,1.33688294256263,0.561984871600474,1.41075989610321,1.6933071090898,2.17115860485201,4.01330878589595,0.471294400976373,44.6143127742039,0.000151443326209502,2.57946194557484e-10,0.000261881223463768,0.957386470574455,0.999992916603483,0.000188105927020795,0.00000000156246814185176,0.0000000616491404992387,0.0573519879385651,-1.96193536753605,"t3"
"Sedoheptulose",5.22979396712999,1.4303717297299,0.522979396712999,1.3223878265607,1.44319421694158,3.90330521032679,3.22676977220185,0.535595730888352,85.5538893006967,0.000441376531186351,0.00000000269374281907032,0.000118974514094193,0.183400317723098,0.342722432117144,0.0053896166774751,0.000000238724740699822,0.000000619560848386173,0.0281969598403238,-1.62482214239688,"t3"
"Serine",3.10721335858532,1.04094070433511,0.310721335858532,0.00332466331600623,0.00460783148940949,16.4105118101149,2.00000050880352,1.49999995257773,396.19662676614,4095.99676868876,0.969940601155109,0.966185091096796,0.983993738959597,0.975398424231745,0.995041106220325,0.999999999804192,1,1,0.20966390508394,NA
"Serotonin",1.95401007714222,0.967715870724814,0.195401007714222,0.0404040320127237,0.0602440947973871,14.4186317056565,3.7674618826855,0.507884390569217,302.387494493395,0.000278357268052514,0.746795554323769,0.810119583444182,0.996761061982097,0.870420201763851,0.999989419578873,0.985957415422327,1,1,1.20634470071552,NA
"Sphingosine 1-phosphate",2.59718204587926,0.983637119682339,0.259718204587926,-0.831748981874956,-1.30156365956912,4.97886014245628,4.09581906669135,0.462577788312962,101.606064546197,0.000131001133880028,0.0000246276950458625,0.00361986439254035,0.999497697579868,0.962623763769886,0.630656997894724,0.0000293529898341551,0.00485165592403492,0.647955726264722,0.650469461853401,"t10"
"Sphingosine",2.9825383992388,0.86471068485165,0.29825383992388,0.265057091823741,0.343075556321849,16.1828604714606,2.00000060769182,1.49999752759705,390.700470261764,4095.83153605237,0.479289358766389,0.526045578257587,0.660538581910956,0.64084260588087,0.329813993406702,0.493471981725418,1,1,0.317416926321725,NA
"Stearate",3.05088407787067,0.901377786252274,0.305088407787067,0.112957366551099,0.181030424358742,16.0469785202748,2.00000044008552,1.49999996153117,387.419896874268,4095.99737876755,0.839253772541994,0.887414191726479,0.999874678709329,0.953618721073586,0.951602720621391,0.879980517842989,1,1,0.258347700233897,NA
"Suberic acid",4.39889268791614,0.5331503341322,0.439889268791614,0.325767293863616,0.910592985142669,5.10399896705453,2.33553656847394,0.686923760583686,120.065137958275,0.00547156879614241,0.000000655933400606747,0.000511049426653897,0.99765851411364,0.99907333226282,0.00243026231852069,0.00000161191002354352,0.000136434147326203,0.105787231317357,-0.906697800067722,"t3"
"Succinate",2.37781908643732,1.15642481463055,0.237781908643732,1.85195257407442,3.17573152510084,0.081354164960925,14.3376976047419,0.0324190905664285,0.542337391022969,0.00000010221130957455,1.17108195481794e-14,0.0000462060433513645,0.00000000556746207476514,5.05394143318486e-10,3.97307066115083e-13,2.23475280107523e-15,2.91599406749667e-12,0.0116439229245439,0.840058628366262,"t0.5"
"Succinyl-CoA",2.01173382076449,1.49647215835431,0.201173382076449,-1.94252694360123,-2.23222516344655,12.7873739021531,2.5853487689111,0.626231961727139,294.979368241128,0.00199356599640576,0.0108955437900693,0.0252458649582524,0.674164959660645,0.236731038767097,0.0681395007438199,0.0029250895733374,1,1,1.15645571093717,"t10"
"Tartaric acid",4.15202160707949,0.731748286041286,0.415202160707949,0.108611133556033,0.174704285326381,13.7087536266499,2.65693786924751,0.613476444317574,314.454719057531,0.0016124103492719,0.0262615709010109,0.00654905597391628,0.731550192412994,0.543808339633694,0.484345323722324,0.593097671935996,1,1,-0.693334146645922,NA
"Taurine",2.23513816553899,1.21678321678792,0.223513816553899,0.195127778540763,-0.0912547540136717,14.913145670367,3.21066734923678,0.559268077130011,327.296152033688,0.000654387971841607,0.506719603402505,0.548635261020179,0.806447587482532,0.771694221940676,0.999999999999988,0.986204711368995,1,1,0.963373690030353,NA
"Threonine",4.51304854768814,1.14350660286036,0.451304854768814,0.37830934387625,0.481716850425848,10.0085268700143,2.00000041069007,1.49999995161844,231.678855119955,4095.99670332309,0.00370553621084253,0.0322834417056991,0.687220262479388,0.791081547988567,0.985786883410391,0.0335512643732629,0.581769185102277,1,-1.00535946273762,"t10"
"Thymidine",3.53525190954058,1.06409471646977,0.353525190954058,0.18972390102386,0.257911542861211,14.4643944208685,2.00000040671962,1.49999995467219,320.441957847636,4095.99691140294,0.270675248903547,0.637254091409843,0.997719838896584,0.984587937257223,0.83681373768068,0.497268250313337,1,1,-0.160277639821498,NA
"Thymine",2.62211857687909,0.927422344973893,0.262211857687909,0.213572215376123,0.333712234606746,14.5917723770057,2.65933109485338,0.628850766386058,334.646405149403,0.00208233571307331,0.75492525938953,0.709955312486083,0.999999892887415,0.994804905031243,0.999907997926402,0.805768445440735,1,1,0.628917527379109,NA
"TMP",3.35365602206176,1.09132667825762,0.335365602206176,0.141950459736794,0.187918700106111,14.6752346819155,2.00000056384993,1.49999995083603,354.30207909622,4095.99665001062,0.114055662750624,0.120835384501471,0.911233071976612,0.619241051007977,0.800573371593051,0.736584444376467,1,1,-0.00332947939888056,NA
"Tridecanoic acid",3.96841091368535,1.04201956871099,0.396841091368535,0.0589287080648675,0.0816096226583656,14.717577873123,2.78692169897631,0.601653190842361,334.141221711611,0.00132451195444542,0.622340817361601,0.427067121375949,0.928848402823587,0.999987761708854,0.999999888116393,0.831121560638542,1,1,-0.534644646777754,NA
"Tryptophan",3.97440543315064,1.03398334711995,0.397440543315064,0.416958793057064,0.589855567407502,6.70509162733252,2.00000056275472,1.49999995662386,161.880062280859,4095.99704438799,0.0000729052343162527,0.00268869993076171,0.997144586629978,0.998568586294538,0.0205959150151422,0.000117714602419143,0.0137061840514555,0.497409487190916,-0.539825539449701,"t3"
"Tyrosine",3.57671246639952,1.03236413926844,0.357671246639952,0.439615517054059,0.623892802920525,10.1612468501118,2.00000051480781,1.49999995823809,245.321521380676,4095.99715438039,0.0230398977876269,0.0654906953915376,0.75327612826917,0.804847006151875,0.334241481175942,0.00619378749530386,1,1,-0.196110819853545,"t10"
"UDP",3.77054691168098,1.07820495594339,0.377054691168098,0.818841286319079,1.15339856659517,6.06528088514153,2.00000065046757,1.49999995084608,146.433202614347,4095.99665069577,0.0000618010853534724,0.000949660874250035,0.567065467489135,0.250944690226596,0.00375970847248819,0.0000196085987494483,0.0117422062171598,0.188982513975757,-0.363636417684116,"t3"
"UDP-glucose",3.13921983009257,1.0046762047036,0.313921983009257,0.0388969833922559,0.0265214054882251,16.2742624702523,2.00000054003026,1.49999994954424,392.907177602988,4095.99656198901,0.819696972616558,0.866784249041749,0.958083436189845,0.976291975224919,0.993894868845152,0.998218938971073,1,1,0.182001622119145,NA
"UDP-glucuronic acid",1.26428545099786,1.0499784098559,0.126428545099786,0.0591807728636538,-1.16271312717995,7.4566984815865,3.97777617765202,0.491096097272409,146.378523383639,0.000210528961825201,0.00129709580568046,0.092669615365127,0.999559124508686,0.999906882512454,0.999782467861327,0.00257721674352444,0.214020807937276,1,1.80245407727921,"t10"
"UDP-GluNAc",3.02673636087293,0.935234697930508,0.302673636087293,-0.177407119481183,-0.0518036458794438,16.3355864943146,2.00000071122261,1.49999995756615,394.387709500295,4095.99710859508,0.539173638175371,0.570182737042054,0.464173023556126,0.673918994451492,0.980414162060806,0.996924480652775,1,1,0.279217885202388,NA
"UMP",4.1907622110329,1.04520232527973,0.41907622110329,1.47393600694558,2.53153580766004,6.13416796538215,4.35976247689141,0.447685385614418,122.433792907386,0.000102254308619403,0.000000250427377354256,0.000167846774256879,0.0561905825052771,0.00775258007099739,0.0000014464490723273,0.000000212853192930669,0.000052840176621748,0.0384369113048253,-0.726816548745247,"t1"
"Undecanoic acid",3.27301802770038,0.86639888363806,0.327301802770038,0.5047127717461,0.865484064896521,11.3398127527952,2.00000043716635,1.49999995415456,273.775470110913,4095.99687613237,0.0310177197798768,0.107610254714234,0.830442054869155,0.700680827124365,0.0999215937251675,0.0131223643505267,1,1,0.0663636455440621,"t10"
"Uracil",3.43675495383499,1.00358694682409,0.343675495383499,0.143293146403553,0.206340461412245,13.6841655172877,2.0000004287526,1.49999995401816,330.374842307007,4095.99686683814,0.193373405946507,0.163399000093747,0.852941305408673,0.997709319258539,0.999998957223678,0.219311034202013,1,1,-0.0751495225505431,NA
"Urea",3.18821308732792,1.0018624540861,0.318821308732792,0.0819138699195638,0.11802282179533,15.5715929839197,2.00000058827897,1.49999994899476,375.942727885244,4095.99652454853,0.808334134794494,0.76995787518542,0.999991058442973,0.999798642162901,0.98993331768235,0.82764631181313,1,1,0.139658143404098,NA
"Ureidopropionic acid",3.96799532813838,1.18071467925573,0.396799532813838,1.2685807527827,1.73188001108573,8.53053323124099,2.00000052000834,1.49999995243089,205.951436916057,4095.99675868305,0.00259432627989117,0.00995665808652947,0.963880616969618,0.993792614818227,0.134366973238853,0.00172979617436573,0.417686531062478,1,-0.534285468009993,"t10"
